ID,SectorBranchesSIC2008,Periods,CompensationOfEmployees_1,WagesAndSalaries_2,EmployersSocialContributions_3,WageCosts_4,CompensationOfEmployees_5,WagesAndSalaries_6,WageCosts_7,CompensationPerFte_8,WagesPerFte_9,WageCostsPerFte_10,CompensationPerHourWorked_11,WagesPerHourWorked_12,WageCostsPerHourWorked_13,CompensationPerFte_14,WagesPerFte_15,WageCostsPerFte_16,CompensationPerHourWorked_17,WagesPerHourWorked_18,WageCostsPerHourWorked_19,FullTimeEquivalentFte_20,HoursWorked_21,HoursPaid_22,HoursAgreed_23,PaidExtraHours_24,FullTimeEquivalentFte_25,HoursWorked_26,Total_27,Male_28,Female_29,Total_30,Male_31,Female_32,Total_33,Male_34,Female_35,Total_36,Title,Description,CategoryGroupID,Year
32,301000 ,1997JJ00,1937.0,1675.0,262.0,1893.0,3.1,4.1,1.9,25.5,22.0,24.9,15.0,13.0,14.6,0.8,1.8,-0.3,1.8,2.8,0.6,76.0,129.0,,,,2.3,1.3,116.0,79.0,37.0,,,,,,,4.3,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,1997
33,301000 ,1998JJ00,2015.0,1656.0,359.0,1961.0,4.0,-1.1,3.5,25.8,21.2,25.1,15.1,12.4,14.7,1.4,-3.5,1.0,0.7,-4.2,0.2,78.0,133.0,,,,2.5,3.3,118.0,78.0,40.0,,,,,,,1.5,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,1998
34,301000 ,1999JJ00,2154.0,1751.0,403.0,2099.0,7.0,5.7,7.1,26.5,21.5,25.8,15.5,12.6,15.1,2.5,1.2,2.6,2.5,1.3,2.7,81.0,139.0,,,,4.4,4.4,125.0,81.0,44.0,,,,,,,5.6,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,1999
35,301000 ,2000JJ00,2281.0,1816.0,465.0,2226.0,5.8,3.7,6.0,27.8,22.1,27.1,16.4,13.0,16.0,5.1,3.1,5.3,5.8,3.7,5.9,82.0,139.0,,,,0.6,0.0,124.0,82.0,42.0,,,,,,,-0.5,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2000
36,301000 ,2001JJ00,2396.0,1948.0,448.0,2337.0,5.0,7.2,4.9,28.6,23.3,27.9,16.5,13.4,16.1,2.9,5.1,2.9,1.0,3.1,0.9,84.0,145.0,,,,2.0,4.0,130.0,85.0,45.0,,,,,,,5.1,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2001
37,301000 ,2002JJ00,2551.0,2067.0,484.0,2488.0,6.5,6.2,6.5,30.4,24.6,29.6,17.5,14.2,17.1,6.1,5.7,6.1,6.1,5.7,6.1,84.0,145.0,,,,0.4,0.4,130.0,86.0,44.0,,,,,,,-0.3,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2002
38,301000 ,2003JJ00,2572.0,2053.0,519.0,2510.0,0.8,-0.7,0.8,31.7,25.3,30.9,18.2,14.5,17.7,4.3,2.8,4.4,3.7,2.2,3.7,81.0,141.0,,,,-3.4,-2.8,126.0,83.0,42.0,,,,,,,-3.4,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2003
39,301000 ,2004JJ00,2523.0,2030.0,493.0,2466.0,-1.8,-1.1,-1.7,31.9,25.7,31.2,18.1,14.6,17.7,0.7,1.5,0.8,-0.4,0.4,-0.2,79.0,139.0,,,,-2.5,-1.5,125.0,83.0,42.0,,,,,,,-0.1,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2004
40,301000 ,2005JJ00,2495.0,2020.0,475.0,2445.0,-1.1,-0.5,-0.9,31.7,25.6,31.0,18.1,14.7,17.7,-0.8,-0.2,-0.5,-0.1,0.5,0.2,79.0,138.0,,,,-0.3,-1.0,121.0,80.0,41.0,,,,,,,-3.3,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2005
41,301000 ,2006JJ00,2539.0,2080.0,459.0,2491.0,1.7,3.0,1.8,31.9,26.2,31.3,18.3,15.0,18.0,0.9,2.2,1.0,1.4,2.7,1.5,79.0,138.0,,,,0.8,0.3,122.0,81.0,41.0,,,,,,,0.3,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2006
42,301000 ,2007JJ00,2669.0,2182.0,487.0,2620.0,5.1,4.9,5.2,33.1,27.1,32.5,19.0,15.5,18.7,3.6,3.4,3.7,3.6,3.3,3.6,81.0,140.0,,,,1.4,1.5,123.0,82.0,41.0,,,,,,,1.1,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2007
43,301000 ,2008JJ00,2745.0,2243.0,502.0,2695.0,2.8,2.8,2.9,34.7,28.4,34.1,19.8,16.2,19.5,4.8,4.7,4.8,4.4,4.3,4.4,79.0,138.0,,,,-1.9,-1.5,119.0,80.0,40.0,,,,,,,-3.1,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2008
44,301000 ,2009JJ00,2768.0,2252.0,516.0,2711.0,0.9,0.4,0.7,35.4,28.8,34.6,19.9,16.2,19.5,1.9,1.5,1.7,0.2,-0.2,0.0,78.0,139.0,,,,-1.0,0.7,116.0,77.0,39.0,,,,,,,-3.0,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2009
45,301000 ,2010JJ00,2822.0,2285.0,537.0,2763.0,1.9,1.5,1.9,36.8,29.8,36.0,20.8,16.8,20.3,4.0,3.6,4.0,4.5,4.0,4.4,77.0,136.0,158.0,155.0,3.0,-2.0,-2.4,113.0,76.0,37.0,53.0,44.0,9.0,60.0,32.0,29.0,-1.8,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2010
46,301000 ,2011JJ00,2896.0,2316.0,580.0,2846.0,2.7,1.4,3.1,38.1,30.5,37.5,21.3,17.0,21.0,3.6,2.3,4.0,2.7,1.4,3.1,76.0,136.0,157.0,154.0,3.0,-0.9,0.0,113.0,75.0,37.0,51.0,43.0,9.0,61.0,33.0,29.0,-0.7,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2011
47,301000 ,2012JJ00,2967.0,2349.0,618.0,2924.0,2.4,1.4,2.7,39.4,31.2,38.8,22.0,17.4,21.7,3.2,2.3,3.5,3.3,2.3,3.6,75.0,135.0,157.0,154.0,3.0,-0.8,-0.9,112.0,75.0,37.0,51.0,42.0,9.0,61.0,33.0,28.0,-0.6,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2012
48,301000 ,2013JJ00,3017.0,2400.0,617.0,2979.0,1.7,2.2,1.9,39.7,31.6,39.2,22.1,17.6,21.8,0.7,1.2,0.9,0.3,0.8,0.5,76.0,137.0,159.0,156.0,4.0,0.9,1.4,110.0,74.0,36.0,52.0,43.0,9.0,58.0,31.0,27.0,-1.3,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2013
49,301000 ,2014JJ00,3025.0,2391.0,634.0,2999.0,0.3,-0.4,0.7,40.3,31.8,40.0,22.3,17.6,22.1,1.6,0.9,2.0,0.9,0.2,1.3,75.0,136.0,158.0,154.0,4.0,-1.3,-0.6,109.0,73.0,36.0,51.0,42.0,9.0,58.0,31.0,27.0,-1.1,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2014
50,301000 ,2015JJ00,3009.0,2398.0,611.0,2982.0,-0.6,0.3,-0.6,40.6,32.4,40.3,22.6,18.0,22.4,0.8,1.7,0.8,1.4,2.3,1.3,74.0,133.0,156.0,152.0,4.0,-1.4,-1.9,107.0,72.0,36.0,50.0,41.0,9.0,57.0,30.0,27.0,-1.9,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2015
51,301000 ,2016JJ00,3102.0,2464.0,638.0,3052.0,3.1,2.7,2.4,41.1,32.7,40.5,22.6,18.0,22.3,1.2,0.8,0.5,0.2,-0.2,-0.5,75.0,137.0,159.0,155.0,4.0,1.9,2.9,109.0,72.0,37.0,51.0,42.0,9.0,58.0,31.0,27.0,1.6,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2016
52,301000 ,2017JJ00,3241.0,2590.0,651.0,3181.0,4.5,5.2,4.3,41.6,33.3,40.8,22.8,18.2,22.4,1.2,1.8,0.9,0.8,1.4,0.5,78.0,142.0,164.0,161.0,4.0,3.3,3.7,111.0,74.0,38.0,54.0,44.0,10.0,57.0,30.0,28.0,2.1,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2017
53,301000 ,2018JJ00,3455.0,2743.0,712.0,3401.0,6.6,5.9,6.9,42.9,34.1,42.3,23.4,18.6,23.0,3.2,2.5,3.5,2.7,2.0,3.0,80.0,148.0,171.0,167.0,4.0,3.3,3.8,113.0,74.0,39.0,57.0,45.0,11.0,57.0,29.0,28.0,2.0,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2018
54,301000 ,2019JJ00,3659.0,2877.0,782.0,3592.0,5.9,4.9,5.6,44.3,34.8,43.5,24.0,18.9,23.6,3.2,2.2,2.9,2.6,1.6,2.3,83.0,152.0,176.0,171.0,4.0,2.7,3.3,115.0,75.0,40.0,58.0,46.0,12.0,57.0,29.0,28.0,1.6,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2019
55,301000 ,2020JJ00,3809.0,2996.0,813.0,3657.0,4.1,4.1,1.8,45.0,35.4,43.2,24.7,19.4,23.7,1.6,1.6,-0.7,2.7,2.8,0.5,85.0,154.0,181.0,177.0,4.0,2.5,1.3,117.0,76.0,41.0,59.0,47.0,12.0,58.0,29.0,29.0,1.7,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2020
56,301000 ,2021JJ00,3937.0,3098.0,839.0,3802.0,3.4,3.4,4.0,46.1,36.3,44.6,25.1,19.8,24.3,2.6,2.6,3.2,1.9,1.9,2.5,85.0,157.0,182.0,178.0,4.0,0.8,1.4,119.0,76.0,42.0,60.0,47.0,13.0,59.0,30.0,30.0,1.4,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2021
57,301000 ,2022JJ00,4120.0,3236.0,884.0,4022.0,4.7,4.4,5.8,48.5,38.1,47.4,26.5,20.8,25.8,5.2,4.9,6.3,5.3,5.0,6.4,85.0,156.0,181.0,177.0,4.0,-0.5,-0.6,116.0,75.0,42.0,60.0,46.0,13.0,57.0,28.0,29.0,-1.9,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2022
58,301000 ,2023JJ00,4400.0,3450.0,950.0,4310.0,6.7,6.6,7.1,52.1,40.8,51.0,28.5,22.4,28.0,7.3,7.2,7.7,7.8,7.7,8.2,84.0,154.0,180.0,176.0,4.0,-0.5,-1.0,115.0,73.0,41.0,59.0,46.0,13.0,55.0,27.0,28.0,-1.6,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2023
59,301000 ,2024JJ00,4773.0,3719.0,1054.0,4708.0,8.5,7.8,9.2,56.5,44.0,55.7,30.8,24.0,30.3,8.5,7.8,9.2,7.8,7.1,8.5,84.0,155.0,180.0,177.0,4.0,0.0,0.6,114.0,73.0,42.0,59.0,45.0,14.0,56.0,28.0,28.0,-0.3,"A Agriculture, forestry and fishing","Agriculture, forestry and fishing",3,2024
60,301100 ,1995JJ00,1640.0,1406.0,234.0,1632.0,,,,23.3,20.0,23.2,13.8,11.9,13.8,,,,,,,70.0,118.0,,,,,,105.0,73.0,32.0,,,,,,,,01 Agriculture,Agriculture and related service activities,6,1995
61,301100 ,1996JJ00,1716.0,1475.0,241.0,1695.0,4.6,4.8,3.8,24.1,20.7,23.8,14.2,12.2,14.0,3.4,3.6,2.6,2.5,2.8,1.8,71.0,121.0,,,,1.2,2.0,107.0,75.0,33.0,,,,,,,2.3,01 Agriculture,Agriculture and related service activities,6,1996
62,301100 ,1997JJ00,1780.0,1539.0,241.0,1736.0,3.8,4.4,2.5,24.4,21.1,23.8,14.5,12.5,14.2,1.3,1.8,0.0,2.3,2.8,1.0,73.0,123.0,,,,2.5,1.5,112.0,76.0,36.0,,,,,,,4.5,01 Agriculture,Agriculture and related service activities,6,1997
63,301100 ,1998JJ00,1857.0,1525.0,332.0,1803.0,4.3,-0.9,3.8,24.8,20.4,24.1,14.6,12.0,14.2,1.6,-3.4,1.1,0.8,-4.1,0.4,75.0,127.0,,,,2.6,3.4,114.0,74.0,39.0,,,,,,,1.7,01 Agriculture,Agriculture and related service activities,6,1998
64,301100 ,1999JJ00,1986.0,1611.0,375.0,1931.0,7.0,5.6,7.2,25.4,20.6,24.7,15.0,12.2,14.6,2.4,1.0,2.5,2.4,1.1,2.6,78.0,132.0,,,,4.5,4.5,120.0,77.0,43.0,,,,,,,5.7,01 Agriculture,Agriculture and related service activities,6,1999
65,301100 ,2000JJ00,2113.0,1683.0,430.0,2058.0,6.4,4.5,6.6,26.8,21.3,26.1,15.9,12.7,15.5,5.4,3.5,5.6,6.0,4.2,6.2,79.0,133.0,,,,0.9,0.3,120.0,78.0,42.0,,,,,,,-0.3,01 Agriculture,Agriculture and related service activities,6,2000
66,301100 ,2001JJ00,2229.0,1813.0,416.0,2170.0,5.5,7.7,5.4,27.8,22.6,27.1,16.1,13.1,15.6,3.8,6.1,3.8,1.2,3.3,1.1,80.0,139.0,,,,1.6,4.2,127.0,82.0,44.0,,,,,,,5.3,01 Agriculture,Agriculture and related service activities,6,2001
67,301100 ,2002JJ00,2394.0,1940.0,454.0,2331.0,7.5,7.0,7.5,29.7,24.1,28.9,17.2,13.9,16.7,6.8,6.4,6.8,6.7,6.3,6.7,81.0,140.0,,,,0.6,0.7,126.0,83.0,44.0,,,,,,,-0.3,01 Agriculture,Agriculture and related service activities,6,2002
